example_id,conversation_id,brand,customer_message,conversation_context,model_recommended_intent,model_recommended_decision,gold_intent,gold_decision,escalation_reason,difficulty,annotation_note,annotated_by_human
gold_090,conv_15306,AmazonHelp,"Hi @AmazonHelp, when I placed my order I requested a VAT receipt either via email or post but I still haven’t had one?",Customer ID: 118710 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_091,conv_120181,AmazonHelp,@AmazonHelp alors il est où l'album de Joke ?,Customer ID: 142680 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_092,conv_173537,AmazonHelp,@115830 what is going on with Nintendo Switch Mario offer. Says it is in stock yet i cant complete the order?,Customer ID: 156629 | Turn Count: 2,general_inquiry_availability,AUTO_HANDLE,general_inquiry_availability,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_093,conv_164974,AmazonHelp,@AmazonHelp ordered some dresses hoping they arrive before tomorrow evening but confirmation email is saying no Monday. Is there any chance they will arrive earlier?,Customer ID: 154243 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_094,conv_91264,AmazonHelp,"T'es chelou @120533 tu fais payer tes clients pour avoir un service dégradé. Tu commandes normalement, tu reçois tes produits dans la boîte au lettre Tu prends le prime, on te dérange au téléphone 10mn (mais on t'appelle ""chef"") pour finir avec le colis sous le paillasson 🤔",Customer ID: 135793 | Turn Count: 9,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_095,conv_142930,AmazonHelp,"Imposible colgar en libro en @116928 Llevo desde las ocho y media intentándolo. Imposible, Te ponen más trabas que para visitar al Papa.",Customer ID: 148265 | Turn Count: 8,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_096,conv_99983,AmazonHelp,"@115821 Why has your Prime 2 day shipping seemed to have really been bumped to 3 days with all items, even if ordered early on the order day.",Customer ID: 137896 | Turn Count: 4,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_097,conv_31399,AmazonHelp,@115850 y not ship Amazon pantry to all cities n towns.. v don't mind getting it in 3-4 days.,Customer ID: 122921 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_098,conv_91376,AmazonHelp,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,Customer ID: 135810 | Turn Count: 38,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_099,conv_113798,AmazonHelp,"Apparently @116316 knows more about I want than myself. After cancelling my Prime membership some time ago, they just decided to renew it and charge me for it. Great job! (Not!)",Customer ID: 141276 | Turn Count: 5,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_100,conv_98597,AmazonHelp,@120533 merci pour la livraison avant l'heure de #U2SongsOfExperience 😀,Customer ID: 137577 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_101,conv_140053,AmazonHelp,"@8124 Dites, y'a rupture de stock sur les alim tx650m gold (CP-9020132-EU) sur @120533 Une idée du délai de restock (même très vague) ?",Customer ID: 147598 | Turn Count: 4,general_inquiry_availability,AUTO_HANDLE,general_inquiry_availability,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_102,conv_147227,AmazonHelp,@116316 verdammt schlechte bis GARKEINE Angebote beim BlackFriday und als Top Angebot heute AXE?! TRAURIG!! Die ganze Woche nur Chinamüll! Die Verantwortlichen sollte man rausschmeissen!,Customer ID: 149447 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_103,conv_152008,AmazonHelp,Meu pai acabou de comprar uns 9 livros de Natal pra mim 😍❤️ OBRIGADA @117086!!!!#BlackFridayEnAmazon,Customer ID: 150735 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_104,conv_98648,AmazonHelp,@115821.de Extremely disappointed and upset at how Amazon.de are refusing to honour my refund in the manner set out in emails from their own departments,Customer ID: 137590 | Turn Count: 8,customer_service_complaint,ESCALATE,customer_service_complaint,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_105,conv_69264,AmazonHelp,"Hey @115821 @AmazonHelp not sure this is the best/safest place to leave a package... in the grass, by the mailbox, next to the street in plain sight.... https://t.co/SUTwX8cFPe",Customer ID: 131675 | Turn Count: 6,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_106,conv_140049,AmazonHelp,@116316 hättet ihr den ollen fire tv stick nich 1 tag eher 15 euro billiger machen können?,Customer ID: 147597 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_107,conv_60273,AmazonHelp,LOL @115830 by far THE WORST experience! Waited all day for a delivery to be told...'yeah it's not coming...ah well' #EpicFail #Retailfail,Customer ID: 129777 | Turn Count: 6,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_108,conv_145702,AmazonHelp,This new amazon courier is a GOOD BOY @149050 @8594 https://t.co/VlEV4CwNWU,Customer ID: 149049 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_109,conv_126038,AmazonHelp,"Impress with fraud done by @115850 @AmazonHelp,Amazon india site show price higher then MRP,please look at below screen shots.I ordered from amazon india only. Amazon price(MRP):-145 Real price:-135 https://t.co/B9ujhlR4DF",Customer ID: 144282 | Turn Count: 3,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_110,conv_139986,AmazonHelp,"Sympa, quand tu commande une Yankee candle sur @120533 et qu'elle arrive en mille morceaux 😠",Customer ID: 147580 | Turn Count: 6,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_111,conv_38828,AmazonHelp,Dear @115850 my prime expired today but echo which extends it by a year hasn’t arrived. Help?,Customer ID: 124471 | Turn Count: 7,damaged_defective_item,AUTO_HANDLE,damaged_defective_item,AUTO_HANDLE,,medium,Initial candidate example.,False
gold_112,conv_153627,AmazonHelp,@AmazonHelp I have paid extra for my delivery today. I have just received an email to say it won’t be delivered today and I need to wait another day or 2. This is not acceptable,Customer ID: 151168 | Turn Count: 6,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_113,conv_177381,AmazonHelp,"Comprei hoje e o pedido já foi enviado. É por isso que te amo, @117086",Customer ID: 157764 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_114,conv_8513,AmazonHelp,"@115830 when you can't get my Prime order to me on time, what happens? I needed it on time! It's a gift! Your courier not up to the job?",Customer ID: 117494 | Turn Count: 2,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_115,conv_121111,AmazonHelp,Ordered something on Amazon. It said it had been dispatched. Then that it was expected to be delivered today. It hasn't been delivered &amp; now the order has been cancelled &amp; the item is unavailable. How about not marking something as dispatched if it's not been eh?,Customer ID: 142956 | Turn Count: 2,general_inquiry_availability,AUTO_HANDLE,general_inquiry_availability,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_116,conv_172235,AmazonHelp,@115830 no! Don’t say my package is out for delivery and not deliver! Waited till 8pm then told 9pm then 10pm then still no parcel! 😤,Customer ID: 156250 | Turn Count: 16,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_117,conv_26880,AmazonHelp,"@AmazonHelp hi, I have a credit card charge for prime every month when I am not a subscriber. Can you help?",Customer ID: 121886 | Turn Count: 2,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_118,conv_127936,AmazonHelp,"I don't know if I want to order anything from @115821 for Black Friday this year considering they have delivered my last 3 packages to the wrong apartment building, two of which were really expensive",Customer ID: 144759 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_119,conv_179108,AmazonHelp,How can it be sure difficult for @115830 to deliver a package to a University address? Two failed attempts so far ...,Customer ID: 158233 | Turn Count: 7,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_120,conv_122708,AmazonHelp,@115821 HELP. @115817 didn’t deliver our packages even though we left three days of notes asking to leave at our door. And on the third day they didn’t ring bell. They are returning packages back to you but we need by Saturday. They are for nephews Xmas presents for Saturday. Help!,Customer ID: 143381 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_121,conv_18965,AmazonHelp,@115850 can you update me the status as its already 5 days over till date material not dispatched. https://t.co/wpcmD6WMhO,Customer ID: 120229 | Turn Count: 5,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_122,conv_175439,AmazonHelp,My ring light came today and it’s absolute dog shit and now can’t use it on clients tomorrow 😡 @115830 the light doesn’t fit on the stand!!,Customer ID: 157204 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_123,conv_107337,AmazonHelp,"@AmazonHelp hello, my partner has ordered some things &amp; they still havent arrived although when she checks her account it says they have been delivered,order number 202-1745465-0997939. also 2 extra payments have gone out of her bank account adding up to £19.99, any ideas? thanks",Customer ID: 139838 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_124,conv_38100,AmazonHelp,@115850 https://t.co/rtbg4QomSM,Customer ID: 124275 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_125,conv_89360,AmazonHelp,Wow good job our children weren’t home to see the deliver @115830 @115821 @117795 first time using prime and possibly the last. I thought secrecy was used on parcel deliveries these days? https://t.co/nBmkMm7LEY,Customer ID: 135326 | Turn Count: 3,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_126,conv_28392,AmazonHelp,@115850 I should have got a 5% cash back into my Amazon Pay Balance for Order# 171-5546134-2977952 I placed yesterday but did not. Why?,Customer ID: 122218 | Turn Count: 3,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_127,conv_74843,AmazonHelp,"@115850 order 171-9580791-4474727 very rude customer care, doesn't listen, says wait till Nov 17 either u'll get u r item or amount Will be refunded.",Customer ID: 132745 | Turn Count: 28,customer_service_complaint,ESCALATE,customer_service_complaint,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_128,conv_132545,AmazonHelp,"@AmazonHelp I’ve got a delivery for today. The last few deliveries on the Friday were never successful even though I was always home. Can you make sure this delivery comes today please, it’s very important! Thanks.",Customer ID: 145904 | Turn Count: 9,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_129,conv_128826,AmazonHelp,@115850 May I know from you why your service has become so poor? https://t.co/YbozXnWzcT,Customer ID: 144977 | Turn Count: 12,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_130,conv_109989,AmazonHelp,"hey @119625 when are you Pals gonna upload telugu film ""Raja the Great "" , its been 38 days It got released !!!",Customer ID: 140414 | Turn Count: 3,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_131,conv_13905,AmazonHelp,"@116875 @118923 Uno de mis envíos acaba de ser devuelto, ( llevaba dos semanas en las instalaciones de mi ciudad.) ¿Qué pasa?",Customer ID: 118922 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_132,conv_169569,AmazonHelp,Gracias por existir @116928,Customer ID: 155488 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_133,conv_109961,AmazonHelp,À force de recevoir 1 commande sur 2 en retard je vais bientôt dire au revoir à @120533 et dire bonjour à @131800 payer un abonnement 50€ pour avoir autant que si je ne le payais pas j’appelle ça du vole.,Customer ID: 140401 | Turn Count: 6,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_134,conv_64037,AmazonHelp,@130703 your companies live chat support is absolutely atrocious. Completely regret being a customer right now.,Customer ID: 130702 | Turn Count: 11,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_135,conv_177356,AmazonHelp,@amazonhelp I’m so confused I’m trying to put digital copies of movies onto my daughters tablet and I cannot figure this out,Customer ID: 153811 | Turn Count: 11,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_136,conv_65717,AmazonHelp,"So @115830 duplicate my order, tell me I have to pay for it incl P&amp;P before it can be refunded, send it to me in the same box as the original order that had free postage and then I don’t even get a full refund! Are you JOKING??",Customer ID: 131038 | Turn Count: 9,refund_return_status,AUTO_HANDLE,refund_return_status,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_137,conv_127434,AmazonHelp,"O pedido que fiz às 18h de ontem na @117086 já consta como enviado e com código de rastreio! Excelentes descontos e frete grátis! Isso é que é eficiência na Black Friday, viu?! 🤘🏻👏🏻👏🏻👏🏻👏🏻🙏🏻🙌🏻",Customer ID: 144616 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_138,conv_93738,AmazonHelp,@115821 since I pay for prime and had a guaranteed delivery date and it was not delivered by then so I get my money back?,Customer ID: 136320 | Turn Count: 3,refund_return_status,AUTO_HANDLE,refund_return_status,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_139,conv_179124,AmazonHelp,@AmazonHelp I want to buy mi wrist band for health count it is priced at inr1200 approx I HV a inr 500 promo code will it be applicable,Customer ID: 158235 | Turn Count: 6,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_140,conv_80594,AmazonHelp,@AmazonHelp buen día tengo activo la autenticación de 2pasos activas. Pero las llamadas con el código para yo poder ingresar a mi cuenta llegan en inglés. Hay alguna forma de que están llamadas pueda yo recibirlas en español?,Customer ID: 133886 | Turn Count: 6,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_141,conv_43276,AmazonHelp,"@116935 @AmazonHelp for some reason all my ""stations"" are only playing one song on loop. Win 7/Chrome 62.0.3202.75",Customer ID: 125589 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_142,conv_149247,AmazonHelp,"@AmazonHelp I received a package of what was supposed to be silicone baking mats, but instead was a wi-fi modem/router. How can I get my baking mats shipped to me? On the app I only see options to return an item.",Customer ID: 149998 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_143,conv_47927,AmazonHelp,Furious with @AmazonHelp &amp; @115817. Why does the customer have to pay for their lack of communication? #WhereIsMyPackage? 😡😡😡😡😡,Customer ID: 126719 | Turn Count: 5,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_144,conv_89175,AmazonHelp,Hey @116316 regelt das mal mit @124285 - die haben schon wieder(!!) meine Prime Lieferung verkackt https://t.co/kgKRzOE0pW,Customer ID: 135288 | Turn Count: 7,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_145,conv_60229,AmazonHelp,Yoooo my free trial for amazon ended and they charged me $54! I’m sick.,Customer ID: 129771 | Turn Count: 2,payment_billing_issue,AUTO_HANDLE,payment_billing_issue,AUTO_HANDLE,,medium,Initial candidate example.,False
gold_146,conv_11404,AmazonHelp,そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀) あったー😹えっ、…入らない😿 いや、でもヒーター部分は使えるかも❕❗❕ …縫い糸がケーブル貫通しとるやないかーい😂 まあ、400円だから…またなんか探そっと😸 皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm,Customer ID: 118184 | Turn Count: 5,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_147,conv_75852,AmazonHelp,Got a shoot coming up this Saturday but .. lights are not gonna come on time!:( @115821 please bring same day delivery here soon! 🙏🏿,Customer ID: 132983 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_148,conv_164940,AmazonHelp,@AmazonHelp can you please explain why my delivery has failed to come on the last 3 days as promised. Shocking customer service.,Customer ID: 153411 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_149,conv_16426,AmazonHelp,@AmazonHelp somehow Siri can turn off my lights but Alexa is incapable. #pleasefixit #buggedupdate https://t.co/wLNncaWcX1,Customer ID: 119618 | Turn Count: 2,digital_services,AUTO_HANDLE,digital_services,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_150,conv_18725,AmazonHelp,@119625 why are some episodes in the series showing as unavailable???,Customer ID: 120176 | Turn Count: 6,general_inquiry_availability,AUTO_HANDLE,general_inquiry_availability,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_151,conv_26860,AmazonHelp,"@115850 Hello, I have accidentally ordered DDR3 Ram and its not working in my pc! Will you please help me out here?",Customer ID: 121884 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_152,conv_80848,AmazonHelp,@AmazonHelp Please hurry up with your drone delivery technology. The actual human delivery drivers you employ are useless! Next day delivery... Yeah Right!!,Customer ID: 133936 | Turn Count: 5,customer_service_complaint,ESCALATE,customer_service_complaint,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_153,conv_122810,AmazonHelp,Si todas las tiendas fueran como @116928 mejor nos iría a todos. Es increíble la calidad del servicio y de atención al cliente que tienen. Son esas cosas las que te hacen ser el número 1.,Customer ID: 143403 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_154,conv_21851,AmazonHelp,"@115850 please don't fool customers. You tell one day delivery with prime, but shows delivery after 5 days! Not at all satisfactory.",Customer ID: 120762 | Turn Count: 3,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_155,conv_11056,AmazonHelp,30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。,Customer ID: 118085 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_156,conv_149097,AmazonHelp,@AmazonHelp Can someone please tell me when this poxy collection will be happening. It's been sat outside my house waiting for stupid hermes to collect it so I can get my refund!!!!,Customer ID: 149972 | Turn Count: 4,refund_return_status,AUTO_HANDLE,refund_return_status,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_157,conv_29975,AmazonHelp,@AmazonHelp Given up will 2 live trying 2 place order as basket won't let me remove 1 item! FFS sort it out Amazon Bad enough u not pay tax https://t.co/NzQn4TrQcE,Customer ID: 122594 | Turn Count: 11,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_158,conv_93573,AmazonHelp,"@AmazonHelp Hi, I had a parcel delivered to a Amazon locker 2 hours ago but still haven't been emailed or texted with the code.",Customer ID: 136281 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_159,conv_137164,AmazonHelp,"oooh parcel just arrived from @115830 with my Black Friday picks. I am going to do an unboxing on Instagram Stories to see what's in it. They've had some cracking deals this week. Anybody spotted any, let me know and I will include in a blog post at midday.",Customer ID: 146932 | Turn Count: 3,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_160,conv_99967,AmazonHelp,@AmazonHelp ordered some samples from you. package was damaged and returned. i'd like to reorder the samples but the site won't let me since i technically already ordered the samples. help?,Customer ID: 137891 | Turn Count: 2,damaged_defective_item,AUTO_HANDLE,damaged_defective_item,AUTO_HANDLE,,medium,Initial candidate example.,False
gold_161,conv_163563,AmazonHelp,"I wonder when @115821 is going to finally wise up and have their own means of delivery, bc @118706 can never deliver on time",Customer ID: 153831 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_162,conv_120227,AmazonHelp,Amazonプライム入ってないのに入会したことになっててお金引かれてる😪,Customer ID: 142689 | Turn Count: 6,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_163,conv_114446,AmazonHelp,"Merci @120533 grâce à votre pub, les enfants qui doutaient de l'existence du #PereNoel ont leur confirmation...",Customer ID: 141443 | Turn Count: 3,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_164,conv_144098,AmazonHelp,"@116928 buenas tardes, si compro un producto hoy pero pone disponible desde el 02/12/17 la garantía de devolución cuando empieza?",Customer ID: 148579 | Turn Count: 7,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_165,conv_77676,AmazonHelp,Amazonから支払いメール来ないんだけどAmazon潰れたの？,Customer ID: 133309 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,easy,Initial candidate example.,False
gold_166,conv_115207,AmazonHelp,"How does a parcel go to incorrect carrier facility @115830 guess that delivery won’t be today, not helpful when #working@home for delivery",Customer ID: 141617 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_167,conv_167872,AmazonHelp,Da guckst du Criminal Minds Staffel 1 folge 3 und dann sind die Deutschen und englischen Untertitel vertauscht. @115825 das ist fail! 😜,Customer ID: 155057 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_168,conv_95437,AmazonHelp,@AmazonHelp - It is really poor service or has your online chat support been hacked ?,Customer ID: 136751 | Turn Count: 4,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_169,conv_166332,AmazonHelp,@115830 I have just arrived home to find a parcel at my door addressed to my wife. She has been in all day and has just checked her details to find that it says the delivery driver had handed the package to her in person?!,Customer ID: 154640 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_170,conv_69949,AmazonHelp,"@115850 It's been 24 hours since I ordered on Amazon but the product is not yet dispatched. Estimated delivery is 5 Dec, can I surely get it by the time.",Customer ID: 131825 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_171,conv_145792,AmazonHelp,"Certo, tu guardi le offerte Black Friday è su @120540 ti parte un ordine di una fotocamera. Te ne accorgi dopo 3 ore e non te lo annullano più. Io la chiamo truffa questa cosa qui",Customer ID: 149067 | Turn Count: 15,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_172,conv_52240,AmazonHelp,"@117086 e meu kindle?? Envie logo, criatura, cure meu desassossego",Customer ID: 127746 | Turn Count: 2,digital_services,AUTO_HANDLE,digital_services,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_173,conv_139003,AmazonHelp,@120474 trying to by tickets to American in Paris as Christmas presents for the family but I can't seem to buy tickets of different price ranges together even if I want to! So will now have to pay the booking fee 3 times! Why the restriction #moneygrabbing,Customer ID: 147321 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_174,conv_30544,AmazonHelp,Dear @115850 if ur agent or ur system is rescheduling the return prick up don’t expect me to plan a pick up again. Do it yourself.,Customer ID: 122720 | Turn Count: 33,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_175,conv_14845,AmazonHelp,"yo @115821, how can I get my echo to answer to the name Janet?",Customer ID: 119211 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_176,conv_132452,AmazonHelp,@119625 why can’t I see Amazon Prime Video App in my Sony Bravia with Android TV? It is not pre-installed on the Home screen or Google Play Store,Customer ID: 145880 | Turn Count: 4,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_177,conv_14294,AmazonHelp,@115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in customer service?,Customer ID: 119041 | Turn Count: 9,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_178,conv_49123,AmazonHelp,@115821 @Amazonhelp Active unauth user on my account. Support not responsive. Company at risk. No access. Please HELP! SOS!!!,Customer ID: 126973 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
